model,subject_macro_curve_mae_deg,subject_macro_head5_mae_deg,subject_macro_tail5_mae_deg,subject_macro_endpoint_mae_deg,subject_macro_peak_time_mae_s,pooled_curve_mae_deg_reference_only
V_vehicle,16.664099548984787,5.667212287728295,24.552006201505282,25.46834494962422,0.22007349616823602,15.756923103254092
VP_old16,16.7013950889991,5.696660456199084,24.3844098914304,25.19971560625472,0.22375706979044085,15.75940702609016
VP_clean16,16.821929389959912,5.7424644127037165,24.618844064012702,25.595508322905523,0.23167650668838455,15.81431683842313
