model,subject_macro_curve_mae_deg,subject_macro_head5_mae_deg,subject_macro_tail5_mae_deg,subject_macro_endpoint_mae_deg,subject_macro_peak_time_mae_s,pooled_curve_mae_deg_reference_only
B_all3_full_reference,12.615146920093583,4.072079992295874,19.06065601630981,19.6330357552527,0.19893149854912565,13.184605973110855
B_all3_without_rates_old_training,12.620052237858634,4.053373627990051,19.201939104020088,19.91989685037543,0.20343365082210438,13.183124664897838
B_all3_without_rates_augmented_training,12.967546238714995,4.2409635581516,19.82763281883798,20.648723561908746,0.1978410425072089,13.55245275887656
