model,support_class,subject_count,subject_macro_model_mae_deg_reference_only,subject_macro_floor_ratio,event_count,pooled_model_mae_deg_reference_only,pooled_floor_ratio_reference_only
B_all3,borderline,18,16.556679304445836,2.1563652064446424,454,18.51442172700587,2.411344333935232
B_all3,dense_overlap,18,10.47680223161833,2.0815932327825895,1755,10.520352837280155,2.090246125528398
B_all3,out_of_support,17,27.3607806986687,3.563506572476073,114,32.974324403940166,4.29462240242715
G_soft_expert_gate,borderline,18,16.38938259968053,2.134576248243834,454,18.32251837327842,2.3863505711541415
G_soft_expert_gate,dense_overlap,18,10.438172370364747,2.073918022733658,1755,10.485996564518612,2.083420017398932
G_soft_expert_gate,out_of_support,17,26.95365148677647,3.510481491123202,114,32.39701164030334,4.2194323758613415
R_lowrank_residual,borderline,18,16.361478273170327,2.130941949500142,454,18.275634103816227,2.380244297937223
R_lowrank_residual,dense_overlap,18,10.475225416390455,2.081279941776887,1755,10.518720144176307,2.0899217323747385
R_lowrank_residual,out_of_support,17,26.619714569766057,3.4669890772310468,114,32.09695539552074,4.1803526283873484
