model,support_class,subject_count,subject_macro_model_mae_deg_reference_only,subject_macro_floor_ratio,event_count,pooled_model_mae_deg_reference_only,pooled_floor_ratio_reference_only,floor_denominator_gauss_optimal_mae_deg
B_all3,borderline,18,16.556679304445836,2.1563652064446424,454,18.51442172700587,2.411344333935232,7.678049736178061
B_all3,dense_overlap,18,10.47680223161833,2.0815932327825895,1755,10.520352837280155,2.090246125528398,5.033068933267699
B_all3,out_of_support,17,27.3607806986687,3.563506572476073,114,32.974324403940166,4.29462240242715,7.678049736178061
M5_preview,borderline,18,16.492201137110122,2.1479674792155645,454,18.277789266516386,2.380524989359421,7.678049736178061
M5_preview,dense_overlap,18,10.71837421581753,2.1295901880005985,1755,10.751828418774314,2.1362370675487123,5.033068933267699
M5_preview,out_of_support,17,26.758822373767384,3.4851066733369778,114,32.390972142449854,4.218645783163845,7.678049736178061
M6_preview_only,borderline,18,16.785462640715757,2.1861622700390497,454,18.607582223583865,2.4234776880784112,7.678049736178061
M6_preview_only,dense_overlap,18,10.67993960492521,2.121953771451984,1755,10.770921051500817,2.140030505107317,5.033068933267699
M6_preview_only,out_of_support,17,27.618135090468453,3.5970247705397207,114,33.18730270529244,4.322360996037548,7.678049736178061
